cluster,Planck_mass,CNN_mass,err+,err-,redshift,Y_500,err_Y
PSZ2G018.84+22.43.fits,14.55668491545861,14.472245999999998,0.1137084959999999,0.10694599,0.0912000015377998,1.1319753899468208,0.5245859386380254
PSZ2G019.12+31.23.fits,14.822783003813267,14.890621,0.065006256,0.05417919,0.2800000011920929,5.500752932003373,1.1351051049022352
PSZ2G019.48-80.97.fits,14.416035944341042,14.433716,0.109000206,0.092326164,0.061999998986721,1.003988088539284,0.36538306935810144
PSZ2G020.08+37.47.fits,14.738606314368909,14.776948999999998,0.06568718,0.0567188259999999,0.3328062295913696,3.6055076859718262,0.7634317063302306
PSZ2G020.66+37.99.fits,14.752242927469892,14.769104,0.06589508,0.056510925,0.3451333940029144,3.4648140111879604,0.7202670018907684
PSZ2G021.08+38.00.fits,14.789987492053935,14.756575,0.064640045,0.056155205,0.3815000057220459,3.3563815502902057,0.7258516117085875
PSZ2G021.10+33.24.fits,14.8914434982585,14.921274,0.065057755,0.054127693,0.1513999998569489,6.058252792277093,1.2401155666903887
PSZ2G021.36-43.02.fits,14.764235897864827,14.767069,0.065470695,0.05693531,0.3799999952316284,3.4505610219176304,0.7526076550758207
PSZ2G022.12-38.81.fits,14.57186292882838,14.537424,0.07580662,0.08686447,0.1879999935626984,1.4597401304175337,0.5328652245704253
PSZ2G022.98+19.49.fits,14.831871876261792,14.972407999999998,0.06465244,0.06419659,0.4043999910354614,7.58500219893452,1.8522838738272036
PSZ2G023.17+86.71.fits,14.701831208900252,14.756056,0.06412125,0.056674004,0.306300014257431,3.3245637324111725,0.7074359252115782
PSZ2G023.40-15.26.fits,14.374700875758696,14.323412,0.0824480059999999,0.07861233,0.0829000025987625,0.6589152354637784,0.20619984491813023
PSZ2G024.44+22.76.fits,14.653776162833786,14.749044,0.06355286,0.05563259,0.1647000014781952,3.202499928152426,0.6958126347859918
PSZ2G025.13-75.88.fits,14.170347625924109,14.236166,0.0805645,0.0692215,0.0299999993294477,0.4756439123239301,0.12492999129693849
PSZ2G026.73-38.94.fits,14.733120765285106,14.790773000000002,0.06662655,0.055779457,0.2020000070333481,3.7543739412578954,0.8258079905938127
PSZ2G028.05+25.43.fits,14.8214548414571,14.914272,0.06449795,0.0546875,0.2840000092983246,5.974023124600915,1.2538179333041901
PSZ2G028.08+10.79.fits,14.51666589079796,14.588043,0.078107834,0.08295345,0.0882000029087066,1.7665837285911588,0.5950084759582976
PSZ2G028.63+50.15.fits,14.511767726904138,14.478579000000002,0.111987114,0.10544491,0.0916000008583068,1.17218217030585,0.5044800155736829
PSZ2G028.77-33.56.fits,14.654603386470423,14.733749,0.06436348,0.054821968,0.1474999934434891,3.0509059674228016,0.6559787915411728
PSZ2G028.89+60.13.fits,14.657306836353154,14.688221,0.06715298,0.056863785,0.1529999971389771,2.5508494096698437,0.5677674041384196
PSZ2G029.06+44.55.fits,14.547409739733832,14.584177,0.07746315,0.08359814,0.035300001502037,1.704410535489685,0.6148704840835161
PSZ2G030.90+34.37.fits,14.569786553823786,14.582335999999998,0.07723236,0.08382797,0.1818999946117401,1.728416064427193,0.5766362109131661
PSZ2G031.93+78.71.fits,14.434300220517745,14.308151,0.083293915,0.07937813,0.0724000036716461,0.6067700685112576,0.19416838188591334
PSZ2G033.46-48.43.fits,14.610332700937764,14.403883,0.09527397,0.07867241,0.0943000018596649,0.8756675330912147,0.2790268298626072
PSZ2G033.81+77.18.fits,14.64984220953548,14.666798000000002,0.07472134,0.06218052,0.0621999986469745,2.3542200344727373,0.5997073468227134
PSZ2G033.97-76.61.fits,14.878380396200564,14.94261,0.06545544,0.05856228,0.2264000028371811,6.692131411664985,1.4536729447049905
PSZ2G034.38+51.57.fits,14.28511183015218,14.366306,0.08346653,0.0775938,0.0410999990999698,0.7608887329543905,0.23936297924136418
PSZ2G034.78+31.71.fits,14.79685881959746,14.814695,0.06799984,0.054406166,0.4799999892711639,4.154460017614305,0.8725765477789232
PSZ2G036.73+14.93.fits,14.723320943104628,14.812570999999998,0.06748581,0.054920197,0.1525000035762787,4.144040799899651,0.9109950763314282
PSZ2G037.05-70.55.fits,14.345626025702527,14.27228,0.08285618,0.07659435,0.0879999995231628,0.5407641620984437,0.15682224505241682
PSZ2G037.48+71.52.fits,14.848728015497112,14.900797,0.06390762,0.05366707,0.4809654951095581,5.733936867984629,1.2225505512995805
PSZ2G037.69-46.87.fits,14.713759279853964,14.7284565,0.063902855,0.055282593,0.2630000114440918,3.000547002270821,0.6443059392970215
PSZ2G038.68+24.50.fits,14.393602713691608,14.306854,0.08199692,0.07906437,0.0835999995470047,0.6089053941382467,0.18817874890977607
PSZ2G038.95-46.90.fits,14.291394199750547,14.4179325,0.1012706759999999,0.08395004,0.0614000000059604,0.9188065932290699,0.30453503170384244
PSZ2G039.21-75.96.fits,14.590700362204142,14.808962,0.06709862,0.055308342,0.2435009926557541,4.0133763706852505,0.8899567949863638
PSZ2G039.32-59.88.fits,14.504054696147833,14.546198,0.07491684,0.08453369,0.135900005698204,1.5011865984442214,0.5350724727076106
PSZ2G039.34+73.28.fits,14.755205577606056,14.823223,0.06847477,0.055541992,0.5664474368095398,4.320090465459913,0.9122361716642635
PSZ2G039.85-39.96.fits,14.771965039159957,14.806902,0.06826019,0.0557575229999999,0.1759999990463257,3.9624343125615775,0.8485619163487451
PSZ2G039.98-53.12.fits,14.541146109905643,14.677031,0.07045841,0.060001373,0.1300999969244003,2.4623442004437095,0.5772325643759093
PSZ2G040.03+74.95.fits,14.410045625896773,14.278559,0.0843029,0.07836914,0.0612000003457069,0.5441687414933265,0.16879103297773562
PSZ2G040.28+37.36.fits,14.50100073540778,14.548457999999998,0.07395649,0.08549404,0.1535000056028366,1.509951114568645,0.5419686327424633
PSZ2G040.58+77.12.fits,14.419407465686154,14.257098999999998,0.08217049,0.07405853,0.0747999995946884,0.5155864136985091,0.145923083578985
PSZ2G041.43-66.81.fits,14.432928259580876,14.568266,0.07443619,0.08340359,0.1107999980449677,1.6045901071939386,0.5471586471595031
PSZ2G041.45+29.10.fits,14.747183444545255,14.778198,0.06532574,0.055469513,0.1780000030994415,3.6631676445908052,0.8291623530283783
PSZ2G041.69+21.68.fits,14.765592882637756,14.788128,0.06720257,0.056814194,0.4790000021457672,3.777586729357611,0.8308430573377236
PSZ2G042.19+63.00.fits,14.630721818788404,14.71081,0.06397247,0.055212975,0.2568405270576477,2.7503747460063397,0.5760193374758159
PSZ2G042.32+17.48.fits,14.846896919402385,14.879337,0.06499672,0.05418873,0.4580000042915344,5.283543633591949,1.0832606728152707
PSZ2G042.53+35.20.fits,14.53538468220682,14.558901,0.07473469,0.08471489,0.181099995970726,1.5312987344734506,0.5231227973670037
PSZ2G042.81+56.61.fits,14.610779315589912,14.659504,0.07709122,0.064642906,0.0723000019788742,2.3063681368907183,0.5667640008547817
PSZ2G042.81-82.97.fits,14.629384294770752,14.662424,0.0751791,0.06494427,0.1410000026226044,2.383906682346904,0.5871536901207405
PSZ2G044.07-59.30.fits,14.481962151624789,14.56819,0.074359894,0.08347988,0.1324999928474426,1.6674199465480448,0.5730946679036377
PSZ2G044.20+48.66.fits,14.943064311374927,14.846668,0.066150665,0.05464554,0.0894000008702278,4.613184283660628,0.9888433131813712
PSZ2G044.46-65.42.fits,14.40981649873916,14.334024,0.08178711,0.07927418,0.0829000025987625,0.6784383326523007,0.21242790124134495
PSZ2G044.58-20.46.fits,14.752174485489528,14.822725,0.06797695,0.054429054,0.2745999991893768,4.252573446712793,0.9104257880843364
PSZ2G044.77-51.30.fits,14.92216900202671,14.966612,0.06529808,0.06355095,0.5026999711990356,7.393570103228356,1.7588757957996002
PSZ2G045.04+30.38.fits,14.510389028507358,14.543301,0.07524109,0.0858202,0.160300001502037,1.4922845278118415,0.4991398581629669
PSZ2G045.10-43.18.fits,14.447892600847464,14.324509,0.08193493,0.07912636,0.0807999968528747,0.652796789387269,0.20431118116098806
PSZ2G045.13+67.78.fits,14.683530390372308,14.821669,0.06692028,0.055485725,0.2190999984741211,4.237366986790658,0.9046386409454504
PSZ2G045.32-38.46.fits,14.883690404815669,14.905067,0.064956665,0.0542287829999999,0.593999981880188,5.8325471674067995,1.2437918117672893
PSZ2G045.50-37.21.fits,14.448318087574831,14.696991,0.066259384,0.05614662,0.1152999997138977,2.664110916236474,0.5586222865298641
PSZ2G045.51+16.26.fits,14.614083925110313,14.736826,0.06421852,0.054965973,0.239999994635582,3.0976386523529222,0.652758741380558
PSZ2G045.87+57.70.fits,14.84692649792012,15.019091,0.056573868,0.07549667,0.6110000014305115,8.942921276212484,2.62558206513737
PSZ2G046.10+27.18.fits,14.917467119246492,14.939718,0.0641737,0.05662155,0.3889999985694885,6.442068184049914,1.440081392947906
PSZ2G046.13+30.72.fits,14.805809329417189,14.777199,0.06593704,0.056468964,0.5690000057220459,3.6096024313871222,0.7594916339003073
PSZ2G046.26-70.47.fits,14.479671870557995,14.542534,0.074474335,0.0849761999999999,0.1430999934673309,1.5097505160317557,0.5195977142369462
PSZ2G046.47-49.44.fits,14.642432900235756,14.589548,0.078001976,0.08305931,0.0846000015735626,1.7740212804703945,0.5995891749320932
PSZ2G046.88+56.48.fits,14.724885896570024,14.878162,0.06543255,0.0537529,0.1145000010728836,5.231164828575951,1.0798335567548731
PSZ2G047.48+37.37.fits,14.622681380481431,14.756982999999998,0.06504822,0.055747032,0.239999994635582,3.328581964842002,0.7183396635959607
PSZ2G047.71-59.47.fits,14.663733370021,14.80044,0.06662941,0.055776596,0.2471999973058701,3.9438868333997052,0.850775392499319
PSZ2G047.73-60.15.fits,14.526912536866831,14.665606,0.07514,0.06337261,0.1221000030636787,2.3922391064175406,0.6057334951927178
PSZ2G048.08-46.63.fits,14.324425408681162,14.252247,0.08215046,0.07407856,0.0808999985456466,0.5026935281389684,0.14666815088586788
PSZ2G048.09+27.18.fits,14.787804085292349,14.793516,0.06775856,0.0562582,0.7360799908638,3.7784786557504795,0.8201231852250352
PSZ2G048.10+57.16.fits,14.555081257061577,14.710123,0.06489658,0.05589962,0.0776999965310096,2.8064769423248186,0.6168700643158374
PSZ2G048.21-65.00.fits,14.748163981974,14.866247,0.0647907259999999,0.052783012,0.4199999868869781,4.978595385329539,1.027119038220818
PSZ2G048.24-51.59.fits,14.865156572308605,14.87907,0.06472969,0.052845,0.5440000295639038,5.293700094898011,1.0641187987071157
PSZ2G048.75+53.18.fits,14.402809077249836,14.345921,0.08079815,0.07865238,0.0979999974370002,0.7151741648411731,0.22933882386840315
PSZ2G048.91-25.55.fits,14.7357320062652,14.754784,0.0644598,0.056336403,0.3334000110626221,3.327754792230766,0.7443578820018937
PSZ2G049.09+25.23.fits,14.566105428066471,14.632959,0.0827589,0.07508087,0.1410000026226044,2.0921596765870385,0.6330396781444521
PSZ2G049.18+65.05.fits,14.67483793753401,14.715889,0.064219475,0.05496502,0.2339999973773956,2.8219973053027427,0.5719686536028044
PSZ2G049.22+30.87.fits,14.771157067578145,14.842112,0.06642532,0.05437088,0.1643999963998795,4.576777286536176,0.9522422277285962
PSZ2G049.32+44.37.fits,14.564808979807037,14.444124,0.11296654,0.098023415,0.0971999987959861,1.0282205295473381,0.43213119848984605
PSZ2G049.69-49.46.fits,14.560115843932044,14.42989,0.10678482,0.08970928,0.0979999974370002,0.9778360824772028,0.3653837479570131
PSZ2G049.80-25.16.fits,14.805680676796456,14.748085,0.06420326,0.0565919879999999,0.3210999965667725,3.238078708758752,0.718028342855755
PSZ2G050.06-27.32.fits,14.819398880868532,14.789717,0.06718063,0.055225372,0.3339999914169312,3.712343663056786,0.8013954067437156
PSZ2G050.40+31.17.fits,14.63659500633531,14.668272,0.072974205,0.062316895,0.164000004529953,2.3539877065884243,0.5853127507752763
PSZ2G050.46+67.54.fits,14.46588752313876,14.573828,0.0751666999999999,0.08428383,0.1313000023365021,1.6636122667851498,0.5705784257580994
PSZ2G052.35-31.98.fits,14.661647539788008,14.705505,0.06511021,0.055685043,0.264974981546402,2.745049831845752,0.6027402250816096
PSZ2G053.44-36.25.fits,14.872386193242724,14.876499,0.06537914,0.05380535,0.3300000131130219,5.162625162026325,1.1415169504202505
PSZ2G053.53+59.52.fits,14.767180319447634,14.867149,0.0656929,0.053491592,0.1129999980330467,4.986427304563922,1.0793572543187602
PSZ2G053.55-29.85.fits,14.25434844635619,14.202182999999998,0.07718277,0.061328888,0.0494000017642974,0.40833792390166845,0.09919614737786052
PSZ2G053.63-41.84.fits,14.512904631101367,14.584278,0.07756424,0.08349705,0.1509000062942505,1.7304644193111023,0.5722921171248703
PSZ2G053.64-34.48.fits,14.63733478306288,14.735125,0.06412792,0.0550575259999999,0.2346999943256378,3.0751505096399088,0.6360260183207564
PSZ2G053.88-64.60.fits,14.696542167952032,14.739792,0.06396389,0.055221558,0.2619999945163727,3.1065953860006994,0.662568638602322
PSZ2G053.99-45.06.fits,14.251334725658976,14.296760999999998,0.08317757,0.07949448,0.0582000017166137,0.6027559569082075,0.19273627620449948
PSZ2G054.85+54.30.fits,14.642022699593303,14.822155,0.067406654,0.05499935,0.2346999943256378,4.2794468591998545,0.897182059214288
PSZ2G054.95-33.39.fits,14.864690162584033,14.805405,0.06837273,0.055644035,0.3919999897480011,3.934250735319731,0.8640403798259817
PSZ2G054.99+53.41.fits,14.75799987636326,14.792355,0.066596985,0.05580902,0.2290000021457672,3.7459397320806707,0.7765212218519342
PSZ2G055.59+31.85.fits,14.890896978688684,15.012073499999998,0.057609558,0.07446098,0.2240000069141388,8.672704695444892,2.5155779371060536
PSZ2G055.80+32.90.fits,14.41138501053702,14.743052,0.06400204,0.05518341,0.1054000034928322,3.1134620435448497,0.6562221705995067
PSZ2G055.95-34.89.fits,14.828124411249773,14.938766500000002,0.06483269,0.05757332,0.2310000061988831,6.501459716559805,1.481515166521418
PSZ2G056.14+28.06.fits,14.742723125582216,14.7805,0.06601715,0.056388855,0.4259999990463257,3.621849522449015,0.7823845767316134
PSZ2G056.62+88.42.fits,14.517955347539209,14.885767,0.06498337,0.052591324,0.0450412780046463,5.3551006466289355,1.0807603886639008
PSZ2G056.77+36.32.fits,14.641437052509325,14.543346,0.075286865,0.08577442,0.0952999964356422,1.4871435604792722,0.5167480147988115
PSZ2G056.79-11.60.fits,14.602735451958448,14.7419815,0.06454277,0.056253433,0.1220000013709068,3.151606073389077,0.6837172255450471
PSZ2G056.93-55.08.fits,14.999668698941484,15.035942000000002,0.050876617,0.076361656,0.4469999969005585,9.529276822809926,2.8974924967090536
PSZ2G057.08-74.45.fits,14.672829829072429,14.732599,0.06321335,0.0559721,0.2479999959468842,3.0233356025241562,0.6456326675896581
PSZ2G057.25-45.34.fits,15.021352808437776,15.024006,0.05504608,0.07541275,0.3970000147819519,9.000165672255536,2.6269707673406315
PSZ2G057.61+34.93.fits,14.571901721460936,14.48469,0.10843468,0.10416603,0.0802000015974044,1.1953883430062617,0.5006856444114308
PSZ2G057.73+51.58.fits,14.747102411598688,14.754215,0.06389141,0.055294037,0.2381999939680099,3.313338448862986,0.7143262904044761
PSZ2G057.78+52.32.fits,14.376475902142086,14.41716,0.1004982,0.08311176,0.0653999969363212,0.9360302909346903,0.3032078116891393
PSZ2G057.80+88.00.fits,14.85523416951998,14.887064,0.06466961,0.05290413,0.0230999998748302,5.385483232533947,1.122316129408976
PSZ2G057.92+27.64.fits,14.428777575929056,14.407196,0.09697628,0.08019066,0.0756999999284744,0.8861075821933058,0.29196847203571286
PSZ2G058.29+18.55.fits,14.589055741020706,14.653662,0.07769108,0.0672636,0.0649999976158142,2.2508452068809,0.6013591558925537
PSZ2G058.81-49.68.fits,14.82701666660618,14.955804999999998,0.06576538,0.059862137,0.5199999809265137,6.9545178691978755,1.5960033908259008
PSZ2G059.18+32.91.fits,14.717112895071653,14.726921,0.06397724,0.055207253,0.382999986410141,2.978657095368117,0.6500222395625833
PSZ2G059.29+44.49.fits,14.760314377356098,14.715319,0.06364918,0.0555353159999999,0.3427458107471466,2.8329352409728674,0.6055003225814262
PSZ2G059.47+33.06.fits,14.784473100262142,14.71764,0.064359665,0.05482483,0.3869999945163727,2.865952731815163,0.6065955538632322
PSZ2G059.72-46.21.fits,14.34748279592911,14.501265,0.094408035,0.09725475,0.0901999995112419,1.285064100752024,0.48994514721923765
PSZ2G059.81-39.09.fits,14.698187709611949,14.832119,0.06770706,0.054698944,0.2240000069141388,4.455545999977594,0.94933175698462
PSZ2G060.00-18.68.fits,14.661312288129036,14.8280525,0.06686211,0.053934097,0.221000000834465,4.355908957759855,0.9421795002393626
PSZ2G060.10+15.59.fits,14.66899762462526,14.643503,0.08041763,0.07098007,0.1899999976158142,2.145623430211693,0.6142371216081052
PSZ2G060.13+11.44.fits,14.74258653041445,14.819788,0.06826115,0.05575657,0.2240000069141388,4.189293976195607,0.9259596898618464
PSZ2G060.16+64.50.fits,14.698896854783872,14.722708,0.0645961759999999,0.056200027,0.3607463538646698,2.917246227326958,0.6446637536167735
PSZ2G060.55+27.00.fits,14.541632205193622,14.550934,0.07482147,0.08462906,0.1712000072002411,1.5178621842195041,0.5476927177286063
PSZ2G061.47-14.69.fits,14.576198203166973,14.627766,0.08239651,0.077054024,0.1689999997615814,2.0554134974041087,0.6214703309418302
PSZ2G061.75+88.11.fits,14.531767842317974,14.882166,0.064603806,0.0529708859999999,0.0436045154929161,5.20079813721682,1.055425479946334
PSZ2G062.44-46.43.fits,14.539933772496576,14.36499,0.08215046,0.07729912,0.0905999988317489,0.7477638591838822,0.23318846521321973
PSZ2G062.46-21.35.fits,14.636984997299368,14.632402,0.08220196,0.07563782,0.1615000069141388,2.085233644722547,0.6427052859835788
PSZ2G062.94+43.69.fits,14.45824586216198,14.734367,0.063370705,0.055814743,0.0298999994993209,3.03182257197654,0.6420945180048115
PSZ2G063.38+53.44.fits,14.795155567223508,14.868246,0.065179825,0.0540056229999999,0.4220331907272339,5.07303784405895,1.073430739832436
PSZ2G063.80+11.42.fits,14.792982843150371,14.847891,0.06576252,0.053422928,0.4259999990463257,4.669780388536767,0.9417887642737371
PSZ2G063.91-16.75.fits,14.748986938876646,14.702337,0.06516361,0.05563259,0.3930000066757202,2.7078407131846447,0.5974287792306608
PSZ2G064.11-53.72.fits,14.650827227451996,14.740877,0.063438416,0.055747032,0.2452362179756165,3.1191228080485742,0.6574044319730659
PSZ2G065.28+44.53.fits,14.590723027518294,14.563907999999998,0.074910164,0.08454037,0.1825000047683716,1.5908568762590232,0.5411310638262966
PSZ2G065.32-64.84.fits,14.395070669014132,14.32382,0.081246376,0.078204155,0.0851999968290329,0.6530346827613538,0.20337661113280725
PSZ2G065.45+78.10.fits,14.609141753338877,14.694834,0.067323685,0.056693077,0.2730000019073486,2.6042671736893253,0.5765106534718315
PSZ2G065.79+41.80.fits,14.718086326490305,14.704056,0.06527138,0.055523872,0.335999995470047,2.7377620434349987,0.5522027234932181
PSZ2G065.81-83.77.fits,14.452065938901232,14.600386,0.07917595,0.083496094,0.1120000034570694,1.8335253806544112,0.6151139234065282
PSZ2G065.89+31.59.fits,14.437138090114386,14.552044,0.07432079,0.08512974,0.1328999996185303,1.53226163101428,0.5453234038925235
PSZ2G066.01-23.30.fits,14.63807039501666,14.725948,0.06461525,0.0561799999999999,0.2479999959468842,2.9533925120608835,0.6154307013798651
PSZ2G066.19+12.86.fits,14.647050528642676,14.741661,0.0642223359999999,0.056573868,0.2461999952793121,3.1326919246568092,0.7063545743050208
PSZ2G066.26+20.82.fits,14.616420594852604,14.708704,0.06508827,0.05570793,0.2779999971389771,2.747747059853892,0.6181656967209553
PSZ2G066.41+27.03.fits,14.886404024747105,14.906015,0.06429386,0.05328083,0.5759999752044678,5.766302918835171,1.2216162235445687
PSZ2G066.68+68.44.fits,14.578440405040574,14.760885,0.06411934,0.056676865,0.1630076617002487,3.4267286181603454,0.7338948934933966
PSZ2G067.17+67.46.fits,14.859491950790606,14.911045,0.064492226,0.054693222,0.1712000072002411,5.90896930970849,1.2152654705480286
PSZ2G067.36+10.74.fits,14.794151125511055,14.914579000000002,0.06480503,0.054380417,0.2090000063180923,6.0205899899341695,1.2812129299040331
PSZ2G067.52+34.75.fits,14.65685167838742,14.655205,0.07762337,0.067331314,0.1754000037908554,2.2755275208382955,0.6401399950261771
PSZ2G067.89-32.29.fits,14.584565850716888,14.572382,0.07533169,0.08411884,0.1944804489612579,1.690298997095578,0.5826485743074237
PSZ2G068.22+15.18.fits,14.337457728362562,14.2188015,0.0793066,0.06564808,0.0566999986767768,0.4386259054617859,0.11905045583625326
PSZ2G068.36+81.81.fits,14.819576026681526,14.829716,0.06691456,0.053881645,0.3082999885082245,4.3766731464419735,0.9007941932446055
PSZ2G068.49-39.12.fits,14.73104714556025,14.682716,0.06970215,0.05914688,0.3907308578491211,2.4823038361483807,0.5818452354813085
PSZ2G068.61-46.60.fits,14.285342189212468,14.350487,0.08214283,0.0773077,0.0593999996781349,0.7249994264863078,0.22509621042845454
PSZ2G069.66-79.26.fits,14.77214383230018,14.730425,0.06426048,0.054924965,0.3170000016689301,3.006923468422465,0.6502126257495169
PSZ2G069.92-18.90.fits,14.745265444766137,14.77392,0.06587982,0.056527138,0.3079999983310699,3.5692788777913673,0.7587653938825082
PSZ2G070.08-31.79.fits,14.695184056245186,14.732157,0.0643816,0.05480385,0.1920000016689301,3.0016898426363916,0.62362069110912
PSZ2G070.89+49.26.fits,14.810292815452746,14.850063,0.066324234,0.05447197,0.6100000143051147,4.761419105564405,1.050398310107728
PSZ2G071.21+28.86.fits,14.82913966697516,14.807831,0.067578316,0.054828644,0.3659999966621399,4.0223689734741335,0.8323836901246892
PSZ2G071.39+59.54.fits,14.768590710494289,14.864559,0.06471348,0.052861214,0.291700005531311,4.917788441947433,1.043762961292345
PSZ2G071.63+29.78.fits,14.615987367967096,14.671812,0.07168198,0.06038761,0.1564999967813492,2.3791026676396925,0.5529519662373769
PSZ2G072.40-78.45.fits,14.44037741762812,14.388519,0.08957386,0.0779295,0.0939999967813491,0.8403697710196637,0.25726072199078354
